S0101_C01_001E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007_8E,S0101_C01_009_11E,S0101_C01_012_14E,S0101_C01_030E,S0101_C03_001E,S0101_C05_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
1.0,0.05167198103180443,0.10105469708118715,0.17561932793720872,0.23636660943504212,0.1429973019376993,0.06557108985365057,0.489984465701905,0.510015534298095,48027022502,48,027,022502
1.0,0.060926840743354506,0.1620795107033639,0.1656080922135968,0.17925194071983064,0.11950129381322042,0.06563161609033169,0.49423665019995294,0.505763349800047,48027022600,48,027,022600
1.0,0.026402640264026403,0.1415016501650165,0.20585808580858087,0.20668316831683167,0.0985973597359736,0.06229372937293729,0.5544554455445545,0.44554455445544555,48027022801,48,027,022801
1.0,0.03319268635724332,0.14289732770745428,0.21125175808720112,0.13473980309423347,0.1729957805907173,0.11308016877637131,0.5265822784810127,0.47341772151898737,48027022900,48,027,022900
1.0,0.04248952722920407,0.08557749850388989,0.20007979253939756,0.19429483343307402,0.10921603830041891,0.07310991422302014,0.49321763415120684,0.5067823658487931,48027023000,48,027,023000
1.0,0.044101672822072564,0.12144253747555941,0.18205518140343255,0.13295676732565717,0.15446447968716054,0.11318705192265914,0.4607864436237237,0.5392135563762763,48027023103,48,027,023103
1.0,0.03740961961647281,0.13329141779314682,0.16850047154982709,0.12794718641936498,0.1603269412134549,0.11631562401760452,0.4944985853505187,0.5055014146494813,48027023104,48,027,023104
1.0,0.04091847588062316,0.08559094037414754,0.19408121128699243,0.23180879684664957,0.0875930676343615,0.03003190890320966,0.4821998373271601,0.5178001626728399,48027023105,48,027,023105
1.0,0.0401422181442826,0.1419887601789196,0.20243147149902513,0.25346943456818444,0.09852047253125358,0.02672324807890813,0.5341208854226402,0.4658791145773598,48027023106,48,027,023106
1.0,0.041491976290299264,0.14673991614861934,0.21411016336562094,0.20023131415353476,0.10481422582044239,0.038166835333236955,0.49414486048865114,0.5058551395113489,48027023107,48,027,023107
1.0,0.04535622992724651,0.11751982696467195,0.2343186733958183,0.15789473684210525,0.11142426427213738,0.0430622009569378,0.47801009372746933,0.5219899062725306,48027023108,48,027,023108
1.0,0.01614142966948501,0.16910069177555725,0.26210607225211374,0.2013835511145273,0.029208301306687164,0.0,0.5065334358186011,0.49346656418139895,48027023201,48,027,023201
1.0,0.005573419078242229,0.5382636655948553,0.2362272240085745,0.04887459807073955,0.011789924973204717,0.0,0.6904608788853162,0.3095391211146838,48027023202,48,027,023202
1.0,0.007758620689655172,0.3146551724137931,0.2413793103448276,0.08189655172413793,0.021551724137931036,0.007758620689655172,0.5137931034482759,0.4862068965517241,48027023203,48,027,023203
1.0,0.003386960203217612,0.6486028789161727,0.1949618966977138,0.07070279424216766,0.015241320914479255,0.0,0.8469517358171041,0.15304826418289585,48027023204,48,027,023204
1.0,0.053136704119850185,0.08590823970037453,0.13108614232209737,0.22612359550561797,0.2071629213483146,0.1364700374531835,0.4969569288389513,0.5030430711610487,48027023300,48,027,023300
1.0,0.052381821500273776,0.06789560138711444,0.10932651943785363,0.20897974082861837,0.16992151852527834,0.14199671472896513,0.521810549370323,0.47818945062967694,48027023402,48,027,023402
1.0,0.05425032037590773,0.0357397123736295,0.07945322511747116,0.19151359817741706,0.17969528691442405,0.22682614267407092,0.49964402676918696,0.500355973230813,48027023403,48,027,023403
